skey,sfrnd_code,person_prmisn_no,svc_id,data_updt_se,data_updt_de,svc_id_nm,bplc_nm,lnm_zip,lnm_adres,rn_zip,rdnmadr,person_prmisn_de,clsbiz_de,sss_begin_de,sss_end_de,rf_opbiz_de,engl_sttus,detail_engl_sttus,xcnts,ydnts,last_updt_de,bizcnd_se_nm,telno,buld_prpos_nm,prfplc_stle_se_nm,lefacy_fame_induty_nm,sngrum_sil_co,cltur_bsnm_se_nm,cltur_phstrn_induty_nm,sdfcl_at,video_reviv_nm,emgnc_stairs_at,ency_at,ffcns_at,fclty_at,sond_fclty_at,atmc_ventl_at,provd_gfts_nm,mnfct_trtmnt_prdlst_cn,lght_fclty_ennc,lght_fclty,cfr_envrn_nm,area_se_nm,vndgrnd_floor_co,yngbgs_sil_co,yngbgs_sil_at,tot_game_co,tot_floot_co,frst_regist_pnttm,passway_bt,spcl_lght_at,cvntl_at,actlnm
614,3150000,CDFF4220002019000005,03_13_02_P,U,2019-04-20  2:40:00 AM,영화상영관,CGV 등촌 5관,,서울특별시 강서구 등촌동 639-23번지 3~9층,7567,"서울특별시 강서구 공항대로45길 63, 3~9층 (등촌동)",20190125,-,-,-,-,영업/정상,영업중,187210.9178,450631.4355,20190418153432,-,02-3665-9062,-,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,3,-,-,-,-,20190125,,-,-
615,3150000,CDFF4220002019000006,03_13_02_P,U,2019-04-20  2:40:00 AM,영화상영관,CGV 등촌 6관,,서울특별시 강서구 등촌동 639-23번지 3~9층,7567,"서울특별시 강서구 공항대로45길 63, 3~9층 (등촌동)",20190125,-,-,-,-,영업/정상,영업중,187210.9178,450631.4355,20190418153533,-,02-3665-9062,-,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,3,-,-,-,-,20190125,,-,-
616,3150000,CDFF4220002019000007,03_13_02_P,U,2019-04-20  2:40:00 AM,영화상영관,CGV 등촌 7관,,서울특별시 강서구 등촌동 639-23번지 3~9층,7567,"서울특별시 강서구 공항대로45길 63, 3~9층 (등촌동)",20190125,-,-,-,-,영업/정상,영업중,187210.9178,450631.4355,20190418153842,-,02-3665-9062,-,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,3,-,-,-,-,20190125,,-,-
617,3150000,CDFF4220002019000001,03_13_02_P,U,2019-04-20  2:40:00 AM,영화상영관,CGV 등촌 1관,,서울특별시 강서구 등촌동 639-23번지 3~9층,7567,"서울특별시 강서구 공항대로45길 63, 3~9층 (등촌동)",20190125,-,-,-,-,영업/정상,영업중,187210.9178,450631.4355,20190418153117,-,02-3665-9062,-,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,3,-,-,-,-,20190125,,-,-
618,3150000,CDFF4220002019000008,03_13_02_P,U,2019-04-20  2:40:00 AM,영화상영관,CGV 등촌 8관,지번우편번호,서울특별시 강서구 등촌동 639-23번지 3~9층,7567,"서울특별시 강서구 공항대로45길 63, 3~9층 (등촌동)",20190125,폐업일자,휴업시작일자,휴업종료일자,재개업일자,영업/정상,영업중,187210.9178,450631.4355,20190418154658,업태구분명,02-3665-9062,건물용도명,영화관,기존게임업외업종명,노래방실수,문화사업자구분명,영화상영관,방,비디오재생기명,비,비,소,시설면적,음,자,제공게임물명,제작취급품목내용,조,조명시설조도,주변환경명,10,지역구분명,3,청소년실수,청,총게임기수,총층수,20190125,통로너비,특,편
619,3150000,CDFF4220002019000002,03_13_02_P,U,2019-04-20  2:40:00 AM,영화상영관,CGV 등촌 2관,,서울특별시 강서구 등촌동 639-23번지 3~9층,7567,"서울특별시 강서구 공항대로45길 63, 3~9층 (등촌동)",20190125,-,-,-,-,영업/정상,영업중,187210.9178,450631.4355,20190418152608,-,02-3665-9062,-,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,3,-,-,-,-,20190125,,-,-
620,3150000,CDFF4220002019000003,03_13_02_P,U,2019-04-20  2:40:00 AM,영화상영관,CGV 등촌 3관,,서울특별시 강서구 등촌동 639-23번지 3~9층,7567,"서울특별시 강서구 공항대로45길 63, 3~9층 (등촌동)",20190125,-,-,-,-,영업/정상,영업중,187210.9178,450631.4355,20190418153251,-,02-3665-9062,-,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,3,-,-,-,-,20190125,,-,-
621,3150000,CDFF4220002019000004,03_13_02_P,U,2019-04-20  2:40:00 AM,영화상영관,CGV 등촌 4관,,서울특별시 강서구 등촌동 639-23번지 3~9층,7567,"서울특별시 강서구 공항대로45길 63, 3~9층 (등촌동)",20190125,-,-,-,-,영업/정상,영업중,187210.9178,450631.4355,20190418153359,-,02-3665-9062,-,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,3,-,-,-,-,20190125,,-,-
622,3150000,CDFF4220002019000005,03_13_02_P,U,2019-04-20  2:40:00 AM,영화상영관,CGV 등촌 5관,,서울특별시 강서구 등촌동 639-23번지 3~9층,7567,"서울특별시 강서구 공항대로45길 63, 3~9층 (등촌동)",20190125,-,-,-,-,영업/정상,영업중,187210.9178,450631.4355,20190418153432,-,02-3665-9062,-,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,3,-,-,-,-,20190125,,-,-
623,3150000,CDFF4220002019000006,03_13_02_P,U,2019-04-20  2:40:00 AM,영화상영관,CGV 등촌 6관,,서울특별시 강서구 등촌동 639-23번지 3~9층,7567,"서울특별시 강서구 공항대로45길 63, 3~9층 (등촌동)",20190125,-,-,-,-,영업/정상,영업중,187210.9178,450631.4355,20190418153533,-,02-3665-9062,-,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,3,-,-,-,-,20190125,,-,-
624,3150000,CDFF4220002019000007,03_13_02_P,U,2019-04-20  2:40:00 AM,영화상영관,CGV 등촌 7관,,서울특별시 강서구 등촌동 639-23번지 3~9층,7567,"서울특별시 강서구 공항대로45길 63, 3~9층 (등촌동)",20190125,-,-,-,-,영업/정상,영업중,187210.9178,450631.4355,20190418153842,-,02-3665-9062,-,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,3,-,-,-,-,20190125,,-,-
625,3150000,CDFF4220002019000001,03_13_02_P,U,2019-04-20  2:40:00 AM,영화상영관,CGV 등촌 1관,,서울특별시 강서구 등촌동 639-23번지 3~9층,7567,"서울특별시 강서구 공항대로45길 63, 3~9층 (등촌동)",20190125,-,-,-,-,영업/정상,영업중,187210.9178,450631.4355,20190418153117,-,02-3665-9062,-,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,3,-,-,-,-,20190125,,-,-
626,3150000,CDFF4220002019000008,03_13_02_P,U,2019-04-20  2:40:00 AM,영화상영관,CGV 등촌 8관,지번우편번호,서울특별시 강서구 등촌동 639-23번지 3~9층,7567,"서울특별시 강서구 공항대로45길 63, 3~9층 (등촌동)",20190125,폐업일자,휴업시작일자,휴업종료일자,재개업일자,영업/정상,영업중,187210.9178,450631.4355,20190418154658,업태구분명,02-3665-9062,건물용도명,영화관,기존게임업외업종명,노래방실수,문화사업자구분명,영화상영관,방,비디오재생기명,비,비,소,시설면적,음,자,제공게임물명,제작취급품목내용,조,조명시설조도,주변환경명,10,지역구분명,3,청소년실수,청,총게임기수,총층수,20190125,통로너비,특,편
627,3160000,CDFF5211032019000003,03_13_01_P,I,2019-01-30  2:21:05 AM,영화배급업,유한회사 헤이데이웍스,지번우편번호,서울특별시 구로구 오류동 46-1번지 이좋은집,8271,"서울특별시 구로구 경인로20나길 30, 이좋은집 1430호 (오류동)",20190128,폐업일자,휴업시작일자,휴업종료일자,재개업일자,영업/정상,영업중,185960.1646,443636.8129,20190128135231,업태구분명,전화번호,건물용도명,공연장형태구분명,기존게임업외업종명,노래방실수,문화사업자구분명,영화배급업,방,비디오재생기명,비,비,소,시설면적,음,자,제공게임물명,제작취급품목내용,조,조명시설조도,주변환경명,지상층수,지역구분명,지하층수,청소년실수,청,총게임기수,총층수,20190128,통로너비,특,편
628,3160000,CDFF5211022019000003,03_13_04_P,I,2019-01-30  2:21:05 AM,영화수입업,유한회사 헤이데이웍스,,서울특별시 구로구 오류동 46-1번지 이좋은집,8271,"서울특별시 구로구 경인로20나길 30, 이좋은집 1430호 (오류동)",20190128,-,-,-,-,영업/정상,영업중,185960.1646,443636.8129,20190128135157,-,-,-,-,-,-,-,영화수입업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20190128,,-,-
629,3610000,CDFF5211022019000001,03_13_04_P,U,2019-02-01  2:40:00 AM,영화수입업,(주)팀원픽쳐스,,광주광역시 남구 서동 147-24번지 303호,61636,"광주광역시 남구 중앙로95번길 11, 303호 (서동)",20190128,-,-,-,-,영업/정상,영업중,191522.7217,182931.4374,20190130091722,-,-,-,-,-,-,-,영화수입업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20190128,,-,-
630,3030000,CDFF5211012019000003,03_13_05_P,I,2019-01-30  2:21:05 AM,영화제작업,(주)에이스팩토리,,서울특별시 성동구 성수동2가 315-61번지 성수역 SK V1 Tower,4782,"서울특별시 성동구 연무장5가길 25, 성수역 SK V1 Tower 1606호 (성수동2가)",20190128,-,-,-,-,영업/정상,영업중,204847.8235,449061.3603,20190128105949,-,-,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20190128,,-,-
631,3980000,CDFF5211012019000001,03_13_05_P,I,2019-01-30  2:21:05 AM,영화제작업,주식회사 포레스트필름,,경기도 구리시 갈매동 306-8번지 이룸넘버원리치안 724호,11902,"경기도 구리시 갈매중앙로 70, 이룸넘버원리치안 724호 (갈매동)",20190128,-,-,-,-,영업/정상,영업중,210279.8381,458739.0603,20190128141202,-,-,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20190128,,-,-
632,3020000,CDFF5211012019000001,03_13_05_P,I,2019-01-30  2:21:05 AM,영화제작업,주식회사 바보들,,서울특별시 용산구 청파동1가 205-5번지 윤선생영어숲청파보습학원,4306,"서울특별시 용산구 효창원로94길 3, 윤선생영어숲청파보습학원 (청파동1가)",20190128,-,-,-,-,영업/정상,영업중,196715.3025,449575.8505,20190128181134,-,02-324-8220,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20190128,,-,-
633,3220000,CDFF5211012019000005,03_13_05_P,I,2019-01-30  2:21:05 AM,영화제작업,(주)미루픽처스,,서울특별시 강남구 청담동 130-9번지 현대 오피스텔,6075,"서울특별시 강남구 영동대로 738, 현대 오피스텔 1212호 (청담동)",20130927,-,-,-,-,영업/정상,영업중,204829.3908,446875.0232,20190128104630,-,-,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20130927,,-,-
634,3220000,CDFF5211022019000006,03_13_04_P,I,2019-01-30  2:21:05 AM,영화수입업,(주)미루픽처스,,서울특별시 강남구 청담동 130-9번지 현대 오피스텔,6075,"서울특별시 강남구 영동대로 738, 현대 오피스텔 1212호 (청담동)",20130927,-,-,-,-,영업/정상,영업중,204829.3908,446875.0232,20190128104347,-,-,-,-,-,-,-,영화수입업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20130927,,-,-
635,3220000,CDFF5211022019000007,03_13_04_P,I,2019-01-31  2:21:05 AM,영화수입업,주식회사 스튜디오썸머(영화사업본부),지번우편번호,서울특별시 강남구 신사동 563-17번지 신사힐,6037,"서울특별시 강남구 도산대로 165, 신사힐 7층 (신사동)",20190129,폐업일자,휴업시작일자,휴업종료일자,재개업일자,영업/정상,영업중,202285.0709,446361.4616,20190129193426,업태구분명,02-3019-3003,건물용도명,공연장형태구분명,기존게임업외업종명,노래방실수,문화사업자구분명,영화수입업,방,비디오재생기명,비,비,소,시설면적,음,자,제공게임물명,제작취급품목내용,조,조명시설조도,주변환경명,지상층수,지역구분명,지하층수,청소년실수,청,총게임기수,총층수,20190129,통로너비,특,편
636,3220000,CDFF5211042019000002,03_13_03_P,I,2019-01-31  2:21:05 AM,영화상영업,주식회사 스튜디오썸머(영화사업본부),,서울특별시 강남구 신사동 563-17번지 신사힐,6037,"서울특별시 강남구 도산대로 165, 신사힐 7층 (신사동)",20190129,-,-,-,-,영업/정상,영업중,202285.0709,446361.4616,20190129193404,-,-,-,-,-,-,-,영화상영업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20190129,,-,-
637,3220000,CDFF5211032019000008,03_13_01_P,I,2019-01-31  2:21:05 AM,영화배급업,주식회사 스튜디오썸머(영화사업부),,서울특별시 강남구 신사동 563-17번지 신사힐,6037,"서울특별시 강남구 도산대로 165, 신사힐 7층 (신사동)",20190129,-,-,-,-,영업/정상,영업중,202285.0709,446361.4616,20190129193346,-,02-3019-3003,-,-,-,-,-,영화배급업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20190129,,-,-
638,3610000,CDFF5211012019000001,03_13_05_P,I,2019-01-31  2:21:05 AM,영화제작업,(주)팀원픽쳐스,,광주광역시 남구 서동 147-24번지,61636,"광주광역시 남구 중앙로95번길 11, 303호 (서동)",20190129,-,-,-,-,영업/정상,영업중,191522.7217,182931.4374,20190129090900,-,-,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20190129,,-,-
639,3220000,CDFF5211012019000006,03_13_05_P,U,2019-10-31  2:40:00 AM,영화제작업,주식회사 트윈필름,지번우편번호,서울특별시 강남구 논현동 64-1번지 402호,6049,"서울특별시 강남구 논현로150길 34, 402호 (논현동)",20190129,폐업일자,휴업시작일자,휴업종료일자,재개업일자,영업/정상,영업중,202593.4669,446245.7102,20191029144853,업태구분명,전화번호,건물용도명,공연장형태구분명,기존게임업외업종명,노래방실수,문화사업자구분명,영화제작업,방,비디오재생기명,비,비,소,시설면적,음,자,제공게임물명,제작취급품목내용,조,조명시설조도,주변환경명,지상층수,지역구분명,지하층수,청소년실수,청,총게임기수,총층수,20190129,통로너비,특,편
640,3220000,CDFF5211012019000007,03_13_05_P,I,2019-01-31  2:21:05 AM,영화제작업,주식회사 스튜디오썸머(영화사업본부),,서울특별시 강남구 신사동 563-17번지 신사힐,6037,"서울특별시 강남구 도산대로 165, 신사힐 7층 (신사동)",20190129,-,-,-,-,영업/정상,영업중,202285.0709,446361.4616,20190129193445,-,02-3019-3003,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20190129,,-,-
641,4010000,CDFF5211032019000001,03_13_01_P,I,2019-01-30  2:21:05 AM,영화배급업,봄베씨네,,경기도 시흥시 정왕동 2566번지 한라비발디캠퍼스,15011,"경기도 시흥시 배곧1로 27-15, 110동 2001호 (정왕동, 한라비발디캠퍼스)",20170616,-,-,-,-,영업/정상,영업중,174465.9297,429126.7791,20190129154827,-,-,-,-,-,-,-,영화배급업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20170616,,-,-
642,4010000,CDFF5211012019000001,03_13_05_P,I,2019-01-30  2:21:05 AM,영화제작업,봄베씨네,,경기도 시흥시 정왕동 2566번지 한라비발디캠퍼스,15011,"경기도 시흥시 배곧1로 27-15, 110동 2001호 (정왕동, 한라비발디캠퍼스)",20170616,-,-,-,-,영업/정상,영업중,174465.9297,429126.7791,20190129154917,-,-,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20170616,,-,-
643,3240000,CDFF5211022019000002,03_13_04_P,I,2019-02-01  2:21:07 AM,영화수입업,주식회사 그룹티케이,지번우편번호,서울특별시 강동구 암사동 462-9번지 우전빌딩,5251,"서울특별시 강동구 고덕로 40, 우전빌딩 4층 (암사동)",20190130,폐업일자,휴업시작일자,휴업종료일자,재개업일자,영업/정상,영업중,211387.9871,450264.1312,20190130093413,업태구분명,02-428-8080,건물용도명,공연장형태구분명,기존게임업외업종명,노래방실수,문화사업자구분명,영화수입업,방,비디오재생기명,비,비,소,시설면적,음,자,제공게임물명,제작취급품목내용,조,조명시설조도,주변환경명,지상층수,지역구분명,지하층수,청소년실수,청,총게임기수,총층수,20190130,통로너비,특,편
644,3240000,CDFF5211032019000001,03_13_01_P,I,2019-02-01  2:21:07 AM,영화배급업,주식회사 그룹티케이,,서울특별시 강동구 암사동 462-9번지 우전빌딩,5251,"서울특별시 강동구 고덕로 40, 우전빌딩 4층 (암사동)",20190130,-,-,-,-,영업/정상,영업중,211387.9871,450264.1312,20190130093450,-,02-428-8080,-,-,-,-,-,영화배급업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20190130,,-,-
645,3820000,CDFF5211012019000001,03_13_05_P,I,2019-02-02  2:21:07 AM,영화제작업,춘희 픽쳐스,지번우편번호,경기도 의정부시 신곡동 755-2번지 풍림아이원아파트,11777,"경기도 의정부시 장곡로 532, 105동 1604호 (신곡동, 풍림아이원아파트)",20190131,폐업일자,휴업시작일자,휴업종료일자,재개업일자,영업/정상,영업중,205448.9661,471692.2736,20190131092844,업태구분명,전화번호,건물용도명,공연장형태구분명,기존게임업외업종명,노래방실수,문화사업자구분명,영화제작업,방,비디오재생기명,비,비,소,시설면적,음,자,제공게임물명,제작취급품목내용,조,조명시설조도,주변환경명,지상층수,지역구분명,지하층수,청소년실수,청,총게임기수,총층수,20190131,통로너비,특,편
646,3220000,CDFF5211032019000009,03_13_01_P,I,2019-02-02  2:21:07 AM,영화배급업,프로젝트엔터테인먼트,,서울특별시 강남구 삼성동 171-56번지 서울의료원,6171,"서울특별시 강남구 봉은사로114길 43, 3층 (삼성동)",20190131,-,-,-,-,영업/정상,영업중,205793.3315,445607.0433,20190131094732,-,-,-,-,-,-,-,영화배급업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20190131,,-,-
647,3220000,CDFF5211012019000008,03_13_05_P,I,2019-02-02  2:21:07 AM,영화제작업,앤유엔터테인먼트 주식회사,,서울특별시 강남구 삼성동 53-1번지 HYUN빌딩,6084,"서울특별시 강남구 학동로82길 7, HYUN빌딩 4층 (삼성동)",20151109,-,-,-,-,영업/정상,영업중,204485.47,446250.5116,20190131163015,-,25651676,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20151109,,-,-
648,4190000,CDFF5211012019000001,03_13_05_P,I,2019-02-03  2:21:09 AM,영화제작업,주식회사 제이엠컴퍼니,지번우편번호,강원도 원주시 행구동 153-3번지,26455,강원도 원주시 고문골길 42 (행구동),20190201,폐업일자,휴업시작일자,휴업종료일자,재개업일자,영업/정상,영업중,289012.7154,427036.9997,20190201111807,업태구분명,033-743-4888,건물용도명,공연장형태구분명,기존게임업외업종명,노래방실수,문화사업자구분명,영화제작업,방,비디오재생기명,비,비,소,시설면적,음,자,제공게임물명,제작취급품목내용,조,조명시설조도,주변환경명,지상층수,지역구분명,지하층수,청소년실수,청,총게임기수,총층수,20190201,통로너비,특,편
649,4190000,CDFF5211012019000001,03_13_05_P,I,2019-02-03  2:21:09 AM,영화제작업,주식회사 제이엠컴퍼니,지번우편번호,강원도 원주시 행구동 153-3번지,26455,강원도 원주시 고문골길 42 (행구동),20190201,폐업일자,휴업시작일자,휴업종료일자,재개업일자,영업/정상,영업중,289012.7154,427036.9997,20190201111807,업태구분명,033-743-4888,건물용도명,공연장형태구분명,기존게임업외업종명,노래방실수,문화사업자구분명,영화제작업,방,비디오재생기명,비,비,소,시설면적,음,자,제공게임물명,제작취급품목내용,조,조명시설조도,주변환경명,지상층수,지역구분명,지하층수,청소년실수,청,총게임기수,총층수,20190201,통로너비,특,편
650,4060000,CDFF5211012019000001,03_13_05_P,U,2019-02-13  2:40:00 AM,영화제작업,게이트 식스(GATE6),,경기도 파주시 탄현면 법흥리 1652-69번지,10859,"경기도 파주시 탄현면 헤이리마을길 93-123, 2층 103호",20130926,-,-,-,-,영업/정상,영업중,173298.4967,476647.8866,20190211100450,-,-,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20130926,,-,-
651,4190000,CDFF5211012019000001,03_13_05_P,I,2019-02-03  2:21:09 AM,영화제작업,주식회사 제이엠컴퍼니,지번우편번호,강원도 원주시 행구동 153-3번지,26455,강원도 원주시 고문골길 42 (행구동),20190201,폐업일자,휴업시작일자,휴업종료일자,재개업일자,영업/정상,영업중,289012.7154,427036.9997,20190201111807,업태구분명,033-743-4888,건물용도명,공연장형태구분명,기존게임업외업종명,노래방실수,문화사업자구분명,영화제작업,방,비디오재생기명,비,비,소,시설면적,음,자,제공게임물명,제작취급품목내용,조,조명시설조도,주변환경명,지상층수,지역구분명,지하층수,청소년실수,청,총게임기수,총층수,20190201,통로너비,특,편
652,3210000,CDFF5211012019000002,03_13_05_P,U,2019-02-22  2:40:00 AM,영화제작업,(주) 컴퍼니이음,,서울특별시 서초구 서초동 1445-3번지 국제전자센터,6720,"서울특별시 서초구 효령로 304, 국제전자센터 3층 3150-102호 (서초동)",20190207,-,-,-,-,영업/정상,영업중,201501.6727,442505.5731,20190220221723,-,-,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20190207,,-,-
653,3040000,CDFF5211042019000001,03_13_03_P,I,2019-02-09  2:21:15 AM,영화상영업,케이유시네마테크 주식회사,,서울특별시 광진구 화양동 1번지 건국대학교 B108호,5029,"서울특별시 광진구 능동로 120, 건국대학교 B108호 (화양동)",20190207,-,-,-,-,영업/정상,영업중,206445.8811,448922.8817,20190207162315,-,-,-,-,-,-,-,영화상영업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20190207,,-,-
654,3040000,CDFF5211032019000001,03_13_01_P,I,2019-02-09  2:21:15 AM,영화배급업,케이유시네마테크 주식회사,,서울특별시 광진구 화양동 1번지 건국대학교 B108호,5029,"서울특별시 광진구 능동로 120, 건국대학교 B108호 (화양동)",20190207,-,-,-,-,영업/정상,영업중,206445.8811,448922.8817,20190207162358,-,-,-,-,-,-,-,영화배급업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20190207,,-,-
655,3040000,CDFF5211022019000001,03_13_04_P,I,2019-02-09  2:21:15 AM,영화수입업,케이유시네마테크 주식회사,,서울특별시 광진구 화양동 1번지 건국대학교 B108호,5029,"서울특별시 광진구 능동로 120, 건국대학교 B108호 (화양동)",20190207,-,-,-,-,영업/정상,영업중,206445.8811,448922.8817,20190207162424,-,-,-,-,-,-,-,영화수입업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20190207,,-,-
656,3040000,CDFF5211012019000001,03_13_05_P,I,2019-02-09  2:21:15 AM,영화제작업,케이유시네마테크 주식회사,,서울특별시 광진구 화양동 1번지 건국대학교 B108호,5029,"서울특별시 광진구 능동로 120, 건국대학교 B108호 (화양동)",20190207,-,-,-,-,영업/정상,영업중,206445.8811,448922.8817,20190207162452,-,-,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20190207,,-,-
657,3210000,CDFF5211012019000001,03_13_05_P,I,2019-02-09  2:21:15 AM,영화제작업,플라스틱하우스필름즈,,서울특별시 서초구 서초동 1542-1번지 서초동 동일하이빌,6647,"서울특별시 서초구 서초대로 240, B06호 (서초동, 서초동 동일하이빌)",20180713,-,-,-,-,영업/정상,영업중,200667.1044,443263.222,20190207223810,-,-,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20180713,,-,-
658,3020000,CDFF5211012019000002,03_13_05_P,I,2019-02-10  2:21:33 AM,영화제작업,주식회사 제이포스트,지번우편번호,서울특별시 용산구 효창동 5-527번지,4317,"서울특별시 용산구 효창원로62길 7-8, 3층 (효창동)",20190208,폐업일자,휴업시작일자,휴업종료일자,재개업일자,영업/정상,영업중,196594.7879,448642.5115,20190208143858,업태구분명,070-7018-5003,건물용도명,공연장형태구분명,기존게임업외업종명,노래방실수,문화사업자구분명,영화제작업,방,비디오재생기명,비,비,소,시설면적,음,자,제공게임물명,제작취급품목내용,조,조명시설조도,주변환경명,지상층수,지역구분명,지하층수,청소년실수,청,총게임기수,총층수,20190208,통로너비,특,편
659,3220000,CDFF5211012019000009,03_13_05_P,I,2019-02-10  2:21:33 AM,영화제작업,(주)리츠컨텐츠,,서울특별시 강남구 논현동 115-3번지,6061,"서울특별시 강남구 언주로134길 8, 402호 (논현동)",20190208,-,-,-,-,영업/정상,영업중,203141.8441,446032.854,20190208091611,-,02-515-3337,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20190208,,-,-
660,3020000,CDFF5211032019000001,03_13_01_P,I,2019-02-10  2:21:33 AM,영화배급업,주식회사 제이포스트,,서울특별시 용산구 효창동 5-527번지,4317,"서울특별시 용산구 효창원로62길 7-8, 3층 (효창동)",20190208,-,-,-,-,영업/정상,영업중,196594.7879,448642.5115,20190208144145,-,070-7018-5003,-,-,-,-,-,영화배급업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20190208,,-,-
661,3020000,CDFF5211022019000001,03_13_04_P,I,2019-02-10  2:21:33 AM,영화수입업,주식회사 제이포스트,,서울특별시 용산구 효창동 5-527번지,4317,"서울특별시 용산구 효창원로62길 7-8, 3층 (효창동)",20190208,-,-,-,-,영업/정상,영업중,196594.7879,448642.5115,20190208144106,-,070-7018-5003,-,-,-,-,-,영화수입업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20190208,,-,-
662,5310000,CDFF5211032019000001,03_13_01_P,I,2019-02-10  2:21:33 AM,영화배급업,(주)서경방송,,경상남도 진주시 동성동 9-9번지 진주저축은행,52691,"경상남도 진주시 진양호로 532, 서경방송 (동성동)",20190208,-,-,-,-,영업/정상,영업중,298634.0737,188702.9664,20190208155838,-,055-740-3076,-,-,-,-,-,영화배급업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20190208,,-,-
663,4060000,CDFF5211012019000001,03_13_05_P,U,2019-02-13  2:40:00 AM,영화제작업,게이트 식스(GATE6),,경기도 파주시 탄현면 법흥리 1652-69번지,10859,"경기도 파주시 탄현면 헤이리마을길 93-123, 2층 103호",20130926,-,-,-,-,영업/정상,영업중,173298.4967,476647.8866,20190211100450,-,-,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20130926,,-,-
664,3020000,CDFF5211012019000002,03_13_05_P,I,2019-02-10  2:21:33 AM,영화제작업,주식회사 제이포스트,지번우편번호,서울특별시 용산구 효창동 5-527번지,4317,"서울특별시 용산구 효창원로62길 7-8, 3층 (효창동)",20190208,폐업일자,휴업시작일자,휴업종료일자,재개업일자,영업/정상,영업중,196594.7879,448642.5115,20190208143858,업태구분명,070-7018-5003,건물용도명,공연장형태구분명,기존게임업외업종명,노래방실수,문화사업자구분명,영화제작업,방,비디오재생기명,비,비,소,시설면적,음,자,제공게임물명,제작취급품목내용,조,조명시설조도,주변환경명,지상층수,지역구분명,지하층수,청소년실수,청,총게임기수,총층수,20190208,통로너비,특,편
